Kimlik_No,Ad,Soyad,Cinsiyet,Yaş,Email,Telefon,Şehir,İlçe,Rol_Kategorisi,Rol,Kıdem,Ünvan,Deneyim_Yıl,Eğitim_Seviyesi,Eğitim_Alanı,Mezuniyet_Yılı,Doğum_Yılı,İşe_Başlama_Tarihi,Maaş_TL,Şirket,Şirket_Büyüklüğü,Sektör,Çalışma_Şekli,Uzaktan_Çalışma_Oranı,Kullandığı_Teknolojiler,Ana_Programlama_Dili,İngilizce_Seviyesi,Diğer_Diller,Sertifikalar,LinkedIn_Profili,GitHub_Profili,Toplam_Proje_Sayısı,Teknik_Beceri_Puanı,Soft_Skill_Puanı,Yıllık_İzin_Gün,Son_Terfi_Tarihi
8340,Gökbudun,Ertaş,Erkek,34,ertas.gokbudun@yahoo.com,0594 877 61 26,İstanbul,Beyoğlu,QA ve Test,Test Uzmanı,Stajyer,Stajyer Test Uzmanı,0.1,Yüksek Lisans,Elektrik-Elektronik Mühendisliği,2015,1991,2025-07-09,9787,Oracle Türkiye,Kurumsal (1000+),Danışmanlık,Hibrit,80,"JavaScript, COBOL, Swift, Scala, Postman, xUnit, Mocha, Kubernetes, Git, GitLab CI/CD, Istio",COBOL,İleri Düzey,"Türkçe (Anadil), Almanca (Başlangıç)",,linkedin.com/in/gokbudun-ertas-510,github.com/gokbudunertas65,2,39,55,14,
8341,Ufukay,İhsanoğlu,Erkek,55,ui̇hsanoglu@gmail.com,+90(531)400-0237x6736,Konya,Atatürk,Yazılım Geliştirme,Mobil Uygulama Geliştirici,Lead,Lead Mobil Uygulama Geliştirici,10.2,Lisans,Bilgisayar Mühendisliği,1992,1970,2021-06-18,41260,Akinon,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"VBA, Go, TypeScript, Tailwind CSS, Webpack, jQuery, Apollo Client, Django, Fiber, PostgreSQL, Firestore, InfluxDB, Xamarin, Jetpack Compose, Android",TypeScript,İleri Düzey,"Türkçe (Anadil), Rusça (Başlangıç)","React Developer Certificate, Microsoft Certified: .NET Developer, Oracle Certified Professional, Java EE Developer, Certified Spring Professional",linkedin.com/in/ufukay-i̇hsanoglu-530,github.com/ufukay.i̇hsanoglu,23,99,75,22,
8342,Akcivan,Arsoy,Erkek,35,akcivan.arsoy@gmail.com,+90 (713) 6445923,İzmir,Bornova,QA ve Test,Test Otomasyon Uzmanı,Sr.,Sr. Test Otomasyon Uzmanı,5.8,Lisans,Bilgisayar Mühendisliği,2012,1990,2020-01-16,31683,Bizim Yazılım,Orta (51-200),Finans/Bankacılık,Tam Zamanlı,20,"C#, C++, Appium, JUnit, ELK Stack, Helm, Chef, CircleCI",C++,İleri Düzey,Türkçe (Anadil),React Developer Certificate,linkedin.com/in/akcivan-arsoy-606,,11,69,56,20,2024-03-28
8343,Masar,Eraslan,Erkek,55,masar.eraslan@gmail.com,+90(985)124-6125x595,İstanbul,Şişli,Yazılım Geliştirme,Frontend Geliştirici,Direktör,Direktör Frontend Geliştirici,25.9,Lisans,Yazılım Mühendisliği,1992,1970,2021-04-05,114519,Akinon,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"VBA, R, C#, Go, Material UI, Sass/SCSS, jQuery, Laravel, Spring Boot, ElasticSearch, MariaDB, SQLite",R,İleri,Türkçe (Anadil),"Microsoft Certified: .NET Developer, Professional Scrum Developer, Node.js Application Developer",linkedin.com/in/masar-eraslan-778,github.com/masareraslan18,38,100,87,26,2024-03-28
8344,Vâlâ,Seven,Erkek,55,vâlâ_seven@hotmail.com,0318 314 25 60,Kayseri,Cumhuriyet,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Mid.,Mid. Derin Öğrenme Mühendisi,4.0,Lisans,Yazılım Mühendisliği,1992,1970,2023-05-08,27374,BiTaksi,Startup (1-10),Finans/Bankacılık,Hibrit,60,"Ruby, TypeScript, NLTK, Keras, Apache Spark, CockroachDB, Cassandra, MongoDB, Couchbase",TypeScript,İleri Düzey,"Türkçe (Anadil), Korece (Başlangıç)",IBM Data Science Professional Certificate,linkedin.com/in/vâlâ-seven-454,github.com/vâlâseven13,6,59,49,18,2024-07-26
8345,Dalkılıç,Arsoy,Erkek,23,dalkilic_arsoy@hotmail.com,+90 (837) 3391848,İstanbul,Sarıyer,Yazılım Geliştirme,Frontend Geliştirici,Stajyer,Stajyer Frontend Geliştirici,0.4,Lisans,Yazılım Mühendisliği,2024,2002,2025-02-13,12016,İş Bankası Teknoloji,Kurumsal (1000+),Perakende,Tam Zamanlı,20,"Lua, Groovy, Perl, Next.js, Ember.js, Angular, Phoenix, Flask, FastAPI, Strapi, Neo4j, CockroachDB",Perl,İleri,Türkçe (Anadil),,,github.com/dalkilicarsoy,1,42,47,14,
8346,Kıvılcım,Yıldırım,Erkek,58,kyildirim@gmail.com,150 4 854,İstanbul,Beşiktaş,DevOps ve Altyapı,Ağ Mühendisi,Müdür Yardımcısı,Müdür Yardımcısı Ağ Mühendisi,14.9,Doktora,Bilgisayar Teknolojileri,1995,1967,2022-08-15,75782,İş Bankası Teknoloji,Kurumsal (1000+),Finans/Bankacılık,Yarı Zamanlı,0,"Groovy, PHP, Python, Dart, Terraform, Ansible, Vault, InfluxDB, Cassandra, Neo4j, IBM Cloud, Alibaba Cloud",Dart,Orta,Türkçe (Anadil),"Google Cloud Professional Cloud Architect, IBM Certified System Administrator, SUSE Certified Administrator",linkedin.com/in/kivilcim-yildirim-630,,45,100,96,24,2025-02-21
8347,Oğurata,Güçlü,Erkek,48,ogurataguclu@gmail.com,0390-020 8914,İzmir,Bornova,DevOps ve Altyapı,Sistem Yöneticisi,Stajyer,Stajyer Sistem Yöneticisi,0.2,Lise,Bilgisayar Teknolojileri,1995,1977,2025-04-09,10167,Bizim Yazılım,Büyük (201-1000),Yazılım,Sözleşmeli,20,"C#, Haskell, ELK Stack, Jenkins, ArgoCD, Chef, Firebase, FaunaDB, Couchbase, Firestore, AWS, Alibaba Cloud, DigitalOcean, OVH",Haskell,Orta,Türkçe (Anadil),PMI Agile Certified Practitioner (PMI-ACP),linkedin.com/in/ogurata-guclu-428,,2,42,45,14,
8348,Alpsü,Gül,Erkek,36,alpsugul@gmail.com,466 4 249,İzmir,Karabağlar,Tasarım ve Kullanıcı Deneyimi,Kullanıcı Araştırma Uzmanı,Lead,Lead Kullanıcı Araştırma Uzmanı,11.2,Lisans,Elektrik-Elektronik Mühendisliği,2011,1989,2023-04-04,49391,BiTaksi,Startup (1-10),Finans/Bankacılık,Tam Zamanlı,0,"Adobe XD, ProtoPie, Less, Babel, GraphQL, Material UI",,İleri,Türkçe (Anadil),"Interaction Design Foundation UX Certificate, Certified Professional in User Experience (CPUX), Nielsen Norman Group UX Certification",linkedin.com/in/alpsu-gul-144,github.com/gula,21,100,66,23,2023-06-02
8349,Lâle,Erdoğan,Kadın,25,lâleerdogan@gmail.com,+90(275)430-7141x7471,İstanbul,Beyoğlu,QA ve Test,Test Otomasyon Uzmanı,Jr.,Jr. Test Otomasyon Uzmanı,0.7,Lise,Bilgisayar Programcılığı,2018,2000,2025-07-21,20279,Roketsan,Kurumsal (1000+),Telekom,Tam Zamanlı,0,"Swift, Ruby, Perl, JMeter, SoapUI, GitHub Actions, Chef",Ruby,Orta,Türkçe (Anadil),Microsoft Certified: Azure Administrator,linkedin.com/in/lâle-erdogan-902,,3,52,52,14,2024-12-23
8350,Neşrin,Ertaş,Kadın,38,ertas.nesrin@yahoo.com,0996-472 3661,İstanbul,Maltepe,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Stajyer,Stajyer Derin Öğrenme Mühendisi,0.1,Lisans,Endüstri Mühendisliği,2009,1987,2025-06-09,13925,Aselsan,Büyük (201-1000),Perakende,Tam Zamanlı,0,"Elixir, Ruby, COBOL, Apache Beam, Databricks, Ray, Apache Spark, PostgreSQL, Cassandra, ElasticSearch, InfluxDB",Ruby,İleri Düzey,"Türkçe (Anadil), Japonca (Orta)",Microsoft Certified: Data Analyst Associate,linkedin.com/in/nesrin-ertas-469,github.com/nesrinertas22,3,40,44,14,
8351,Yertan,Erdoğan,Erkek,53,yerdogan@gmail.com,+90(614)702-7940x498,Bursa,Mudanya,Destek ve Operasyon,Ağ Operatörleri,Müdür,Müdür Ağ Operatörleri,13.8,Önlisans,Fizik,1992,1972,2017-02-18,60210,Mobiroller,Startup (1-10),Oyun,Tam Zamanlı,20,"F#, TypeScript, MongoDB, Oracle, CockroachDB, MariaDB, Grafana, CircleCI, Jenkins, Vault",F#,İleri Düzey,Türkçe (Anadil),"HPE ASE - Server Solutions Architect, Cisco Certified Network Associate (CCNA)",linkedin.com/in/yertan-erdogan-545,,49,100,85,24,2020-06-17
8352,Tükelalp,Çetin,Erkek,46,tukelalp.cetin@gmail.com,111 7 247,Kayseri,Merkez,Yönetim ve Liderlik,Proje Yöneticisi,Müdür,Müdür Proje Yöneticisi,16.8,Yüksek Lisans,Yönetim Bilişim Sistemleri,2003,1979,2015-05-22,82960,HP Türkiye,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"R, Go, TypeScript, Oracle, CockroachDB, FaunaDB, Prometheus, GitLab CI/CD, Helm, CircleCI",Go,Orta,"Türkçe (Anadil), Almanca (Başlangıç)",Project Management Professional (PMP),linkedin.com/in/tukelalp-cetin-133,,22,97,80,26,2021-07-12
8353,Uraltay,Demirel,Erkek,34,uraltaydemirel@gmail.com,+90(914)653-4619x2400,İstanbul,Beşiktaş,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Mid.,Mid. Derin Öğrenme Mühendisi,4.0,Lisans,Bilgisayar Mühendisliği,2013,1991,2023-12-05,33027,C2TECH,Orta (51-200),Savunma Sanayi,Tam Zamanlı,0,"Kotlin, Assembly, Apache Spark, OpenAI API, Hadoop, Cassandra, FaunaDB",Assembly,Orta,Türkçe (Anadil),Cloudera Certified Associate Data Analyst,linkedin.com/in/uraltay-demirel-706,github.com/udemirel,13,63,64,18,2023-05-03
8354,Aydinç,Gül,Erkek,46,gul.aydinc@yahoo.com,0029 895 54 81,İstanbul,Ataşehir,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Müdür,Müdür Derin Öğrenme Mühendisi,19.3,Lisans,Yazılım Mühendisliği,2001,1979,2015-02-14,94269,Intertech,Orta (51-200),Yazılım,Sözleşmeli,0,"TypeScript, Swift, Hadoop, NumPy, Keras, Couchbase, InfluxDB, PostgreSQL",TypeScript,İleri,Türkçe (Anadil),SAS Certified Data Scientist,linkedin.com/in/aydinc-gul-694,github.com/agul,27,98,85,26,2023-03-04
8355,Özpınar,Ertaş,Erkek,28,ertas.ozpinar@yahoo.com,0673 129 34 04,İstanbul,Maslak,Yapay Zeka ve Makine Öğrenmesi,Chatbot Geliştirici,Mid.,Mid. Chatbot Geliştirici,2.3,Önlisans,Yazılım Mühendisliği,2017,1997,2023-10-06,38916,IBM Türkiye,Büyük (201-1000),Yazılım,Freelance,80,"MATLAB, TypeScript, TensorFlow, Airflow, Scikit-learn, Neo4j, InfluxDB",TypeScript,İleri Düzey,Türkçe (Anadil),Databricks Certified Data Engineer,linkedin.com/in/ozpinar-ertas-475,,11,58,47,16,2024-06-26
8356,Sevdinar,Aksu,Kadın,50,aksu.sevdinar@yahoo.com,+90 (174) 5602671,Ankara,Keçiören,Yapay Zeka ve Makine Öğrenmesi,Yapay Zeka Araştırmacısı,Jr.,Jr. Yapay Zeka Araştırmacısı,1.0,Lise,Elektrik-Elektronik Mühendisliği,1993,1975,2024-04-13,22913,Bimsa,Kurumsal (1000+),Yazılım,Sözleşmeli,0,"Ruby, Dart, Python, Apache Kafka, Tableau, Firebase, Redis, InfluxDB, FaunaDB",Python,Orta,Türkçe (Anadil),SAS Certified Data Scientist,linkedin.com/in/sevdinar-aksu-869,github.com/sevdinar_aksu,6,47,51,15,
8357,Gönen,Türk,Erkek,24,gturk@gmail.com,209 6 317,İstanbul,Kadıköy,Güvenlik,Adli Bilişim Uzmanı,Stajyer,Stajyer Adli Bilişim Uzmanı,0.5,Lisans,Elektrik-Elektronik Mühendisliği,2023,2001,2025-03-23,11610,IBM Türkiye,Büyük (201-1000),Danışmanlık,Sözleşmeli,0,"Swift, Lua, VBA, PHP, Hydra, Kali Linux, OpenVAS, CrowdStrike, ArgoCD, TeamCity",PHP,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/gonen-turk-213,github.com/gonenturk59,3,42,44,14,2025-02-21
8358,Çevregül,Kısakürek,Kadın,37,kisakurek.cevregul@yahoo.com,0897-143 9660,İstanbul,Üsküdar,Destek ve Operasyon,Ağ Operatörleri,Lead,Lead Ağ Operatörleri,8.3,Lisans,Bilişim Sistemleri,2010,1988,2019-02-12,44422,MILSOFT,Orta (51-200),Kamu,Tam Zamanlı,0,"Python, Java, Elixir, InfluxDB, SQLite, GitLab CI/CD, Chef, SonarQube",Elixir,İleri Düzey,"Türkçe (Anadil), Fransızca (Orta)",VMware Certified Professional - Data Center Virtualization,linkedin.com/in/cevregul-kisakurek-870,,30,81,54,21,
8359,Ziyaettin,Öcalan,Erkek,48,ziyaettin.ocalan@outlook.com,+90(986)7800013,Adana,Atatürk,İş ve Analiz,Gereksinim Analisti,Müdür Yardımcısı,Müdür Yardımcısı Gereksinim Analisti,10.4,Lisans,Yönetim Bilişim Sistemleri,1999,1977,2025-05-26,42437,Türk Telekom Teknoloji,Kurumsal (1000+),Finans/Bankacılık,Tam Zamanlı,0,"Groovy, Lua, Perl, Kotlin, Oracle, InfluxDB, MySQL, Supabase, Istio, CircleCI",Perl,İleri Düzey,"Türkçe (Anadil), Fransızca (İleri)","IBM Data Science Professional Certificate, Microsoft Certified: Data Scientist",linkedin.com/in/ziyaettin-ocalan-147,,21,91,89,22,2020-05-18
8360,Gülsalın,Türk,Kadın,60,gturk@gmail.com,04902575108,Kocaeli,Darıca,DevOps ve Altyapı,Ağ Mühendisi,Müdür,Müdür Ağ Mühendisi,19.1,Lisans,Bilgisayar Mühendisliği,1987,1965,2018-09-27,75558,Veripark,Orta (51-200),Danışmanlık,Tam Zamanlı,20,"Assembly, Rust, Vault, Sentry, GitHub Actions, MongoDB, Cassandra, OVH, IBM Cloud",Rust,İleri,"Türkçe (Anadil), Çince (Orta)",Red Hat Certified System Administrator (RHCSA),linkedin.com/in/gulsalin-turk-594,,47,92,83,26,2023-03-04
8361,Torhan,Gül,Erkek,43,torhan_gul@hotmail.com,+90 (939) 0154056,İstanbul,Beşiktaş,Destek ve Operasyon,IT Destek Uzmanı,Mid.,Mid. IT Destek Uzmanı,3.0,Lisans,Bilgisayar Mühendisliği,2004,1982,2023-09-10,23230,Microsoft Türkiye,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,0,"PHP, Elixir, Kotlin, Scala, InfluxDB, Firebase, FaunaDB, Supabase, Jenkins, Git, ArgoCD",PHP,Orta,Türkçe (Anadil),"Certified Information Security Manager (CISM), Systems Security Certified Practitioner (SSCP), Certified Information Systems Auditor (CISA)",linkedin.com/in/torhan-gul-248,github.com/tgul,12,63,53,17,2024-03-28
8362,Ganiye,Seven,Kadın,56,ganiye.seven@gmail.com,(951)975 3989,İstanbul,Üsküdar,DevOps ve Altyapı,Windows Sistem Uzmanı,Sr.,Sr. Windows Sistem Uzmanı,7.3,Yüksek Lisans,Bilgisayar Mühendisliği,1993,1969,2018-11-15,40604,İş Bankası Teknoloji,Kurumsal (1000+),Telekom,Tam Zamanlı,0,"Elixir, Kotlin, PHP, Go, Prometheus, GitLab CI/CD, PostgreSQL, SQLite, InfluxDB, Firebase, Netlify, Azure, Google Cloud",Go,İleri Düzey,Türkçe (Anadil),"Docker Certified Associate, Oracle Cloud Infrastructure Architect",linkedin.com/in/ganiye-seven-843,,22,88,61,21,2021-06-12
8363,Hindal,Arslan,Erkek,41,hindal.arslan@gmail.com,+90(690)941-5863x195,İstanbul,Üsküdar,Yapay Zeka ve Makine Öğrenmesi,Bilgisayarla Görü Uzmanı,Stajyer,Stajyer Bilgisayarla Görü Uzmanı,0.0,Lise,Bilgisayar Teknolojileri,2002,1984,2025-02-14,12888,Aselsan,Büyük (201-1000),Telekom,Tam Zamanlı,0,"COBOL, Ruby, R, Java, OpenAI API, Apache Beam, Ray, Hadoop, SQL Server, Neo4j",COBOL,Orta,Türkçe (Anadil),,linkedin.com/in/hindal-arslan-530,github.com/hindalarslan25,2,37,53,14,
8364,Ülküm,Yorulmaz,Kadın,31,yorulmaz.ulkum@yahoo.com,05790622481,İstanbul,Ataşehir,QA ve Test,Kullanıcı Kabul Testi Uzmanı,Jr.,Jr. Kullanıcı Kabul Testi Uzmanı,1.4,Yüksek Lisans,Bilgisayar Mühendisliği,2018,1994,2024-01-10,20788,Etiya,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"JavaScript, C#, Clojure, Robot Framework, Mocha, WireMock, xUnit, Puppet, ELK Stack, Prometheus, Chef",C#,İleri,"Türkçe (Anadil), Arapça (Başlangıç)",,linkedin.com/in/ulkum-yorulmaz-802,,7,47,48,15,
8365,Emrullah,Akdeniz,Erkek,26,akdeniz.emrullah@yahoo.com,0942 872 76 51,Ankara,Mamak,İş ve Analiz,Bilgi Sistemleri Analisti,Jr.,Jr. Bilgi Sistemleri Analisti,2.0,Yüksek Lisans,Diğer,2023,1999,2024-01-14,18437,Roketsan,Büyük (201-1000),E-Ticaret,Tam Zamanlı,0,"Java, MATLAB, Groovy, Ruby, InfluxDB, PostgreSQL, MariaDB, Cassandra, Grafana, TeamCity",Java,İleri Düzey,"Türkçe (Anadil), Fransızca (İleri), İspanyolca (Başlangıç)",Cisco Certified Internetwork Expert (CCIE),linkedin.com/in/emrullah-akdeniz-602,github.com/emrullahakdeniz,6,56,57,16,
8366,Veis,Akça,Erkek,22,veis_akca@hotmail.com,+90 (402) 0073106,İstanbul,Levent,Yönetim ve Liderlik,CIO,Jr.,Jr. CIO,1.9,Lisans,Endüstri Mühendisliği,2025,2003,2025-02-18,27233,Havelsan,Büyük (201-1000),Perakende,Tam Zamanlı,0,"F#, Java, Go, Assembly, Firestore, PostgreSQL, CockroachDB, MariaDB, Chef, Puppet",Go,İleri,Türkçe (Anadil),,linkedin.com/in/veis-akca-433,,8,50,68,15,2025-01-22
8367,Türkmen,Arsoy,Erkek,35,tarsoy@gmail.com,0677 676 39 17,Ankara,Sincan,Güvenlik,Siber Güvenlik Uzmanı,Stajyer,Stajyer Siber Güvenlik Uzmanı,0.2,Lisans,Bilgisayar Mühendisliği,2012,1990,2025-04-15,11345,ISBIR,Orta (51-200),Savunma Sanayi,Tam Zamanlı,20,"Dart, R, TypeScript, Trend Micro, Nessus, OWASP ZAP, Puppet, Grafana, SonarQube, Docker",R,İleri,Türkçe (Anadil),,,github.com/turkmen_arsoy,2,40,56,14,
8368,Çıdal,Erdoğan,Erkek,60,erdogan.cidal@yahoo.com,+90(434)1062864,Ankara,Mamak,Yapay Zeka ve Makine Öğrenmesi,NLP Uzmanı,Sr.,Sr. NLP Uzmanı,7.8,Lisans,Bilgisayar Mühendisliği,1987,1965,2025-11-07,49354,Oracle Türkiye,Kurumsal (1000+),Yazılım,Tam Zamanlı,0,"Go, Kotlin, TypeScript, Swift, Dask, PyTorch, Neo4j, Couchbase, CockroachDB",Kotlin,İleri,"Türkçe (Anadil), Rusça (Başlangıç)","Databricks Certified Data Engineer, SAS Certified Data Scientist",,github.com/cidal_erdogan,16,82,51,21,2024-08-25
8369,Teybet,Şener,Kadın,41,teybet.sener@gmail.com,0317 611 47 88,Konya,Fatih,DevOps ve Altyapı,Bulut Mimarı,Lead,Lead Bulut Mimarı,8.5,Yüksek Lisans,Yazılım Mühendisliği,2008,1984,2021-07-03,49728,Bizim Yazılım,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Scala, Python, C++, Jenkins, GitHub Actions, Terraform, Cassandra, PostgreSQL, Azure, Scaleway, Heroku, Tencent Cloud",Scala,İleri Düzey,Türkçe (Anadil),"Terraform Associate, Certified Jenkins Engineer, AWS Certified Developer",linkedin.com/in/teybet-sener-737,,32,94,54,21,2022-02-07
8370,Bedi,Hançer,Erkek,53,bedi.hancer@outlook.com,0815-642 6439,Konya,Cumhuriyet,Yapay Zeka ve Makine Öğrenmesi,Chatbot Geliştirici,Mid.,Mid. Chatbot Geliştirici,3.2,Lisans,Bilgisayar Mühendisliği,1994,1972,2022-08-24,26417,Softtech,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Assembly, Perl, C++, Python, Hugging Face, PyTorch, FaunaDB, MySQL, CockroachDB, PostgreSQL",Assembly,Orta,Türkçe (Anadil),,linkedin.com/in/bedi-hancer-672,github.com/hancerb,9,56,59,17,2023-10-30
8371,Tüzeer,Şafak,Erkek,35,tsafak@gmail.com,0591-511 6131,İstanbul,Bakırköy,Güvenlik,Güvenlik Mimarı,Müdür Yardımcısı,Müdür Yardımcısı Güvenlik Mimarı,13.5,Lisans,Bilgisayar Mühendisliği,2012,1990,2020-06-04,61535,Aselsan,Kurumsal (1000+),Finans/Bankacılık,Hibrit,60,"Objective-C, Python, John the Ripper, Metasploit, ArgoCD, Jenkins, Prometheus",Python,İleri,Türkçe (Anadil),"Certified Information Security Manager (CISM), Certified Information Systems Security Professional (CISSP)",linkedin.com/in/tuzeer-safak-550,,41,100,92,24,2020-04-18
8372,Şali,Arslan,Erkek,36,sali_arslan@hotmail.com,+90(971)955-1462x3013,İstanbul,Bakırköy,QA ve Test,Performans Test Uzmanı,Müdür Yardımcısı,Müdür Yardımcısı Performans Test Uzmanı,12.3,Lise,Bilgisayar Teknolojileri,2007,1989,2023-02-14,60248,Lostar,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,0,"Python, Haskell, Scala, Perl, xUnit, PyTest, Mockito, Robot Framework, GitLab CI/CD, ELK Stack, Puppet",Scala,İleri,"Türkçe (Anadil), Almanca (Başlangıç)",IBM Certified System Administrator,,github.com/sali.arslan,31,96,86,23,2021-07-12
8373,Okgüçlü,İhsanoğlu,Erkek,51,okguclu_i̇hsanoglu@hotmail.com,+90 (893) 2766526,Ankara,Etimesgut,Güvenlik,Güvenlik Analisti,Direktör,Direktör Güvenlik Analisti,24.2,Önlisans,Bilgisayar Mühendisliği,1994,1974,2016-10-02,102611,TÜBİTAK,Büyük (201-1000),Telekom,Uzaktan,100,"COBOL, Java, R, PHP, OWASP ZAP, Checkmarx, Burp Suite, Nessus, Docker, GitHub Actions",Java,İleri,"Türkçe (Anadil), Almanca (Başlangıç)",GIAC Security Essentials (GSEC),linkedin.com/in/okguclu-i̇hsanoglu-932,,24,98,96,26,
8374,Tutkucan,Arsoy,Kadın,54,tutkucanarsoy@gmail.com,00744014366,Ankara,Etimesgut,Tasarım ve Kullanıcı Deneyimi,Kullanıcı Araştırma Uzmanı,Mid.,Mid. Kullanıcı Araştırma Uzmanı,4.6,Lisans,İstatistik,1993,1971,2022-03-06,22918,STM,Orta (51-200),Savunma Sanayi,Tam Zamanlı,20,"UXPin, Adobe Illustrator, Material UI, JavaScript, TypeScript, Ember.js",TypeScript,Orta,"Türkçe (Anadil), Japonca (Başlangıç)",,linkedin.com/in/tutkucan-arsoy-353,,15,69,51,18,
8375,Hürmet,Sezgin,Kadın,38,hurmetsezgin@gmail.com,0690-246 6645,İstanbul,Beşiktaş,Veri,Veri Analisti,Mid.,Mid. Veri Analisti,4.2,Yüksek Lisans,Bilgisayar Mühendisliği,2011,1987,2024-09-03,29970,Akinon,Orta (51-200),Yazılım,Tam Zamanlı,20,"TypeScript, Swift, Kotlin, MariaDB, MongoDB, Couchbase, Databricks, Dask, MLflow, Apache Spark",TypeScript,Orta,"Türkçe (Anadil), Fransızca (Başlangıç)",Cloudera Certified Associate Data Analyst,linkedin.com/in/hurmet-sezgin-178,,12,60,60,18,2024-05-27
8376,Alattin,Yaman,Erkek,38,alattin.yaman@outlook.com,+90(189)331-9472x352,Ankara,Keçiören,Güvenlik,SOC Analisti,Jr.,Jr. SOC Analisti,2.0,Lisans,Bilgisayar Mühendisliği,2009,1987,2025-07-08,20365,Softtech,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"R, VBA, Haskell, Aircrack-ng, John the Ripper, SonarQube, Terraform, SonarQube, TeamCity, Git",VBA,İleri Düzey,"Türkçe (Anadil), İspanyolca (Başlangıç)",,linkedin.com/in/alattin-yaman-682,github.com/ayaman,7,48,56,16,
8377,Yurttaş,Eraslan,Erkek,59,yurttaseraslan@gmail.com,+90(807)196-3142x9185,Ankara,Mamak,Tasarım ve Kullanıcı Deneyimi,Ürün Tasarımcısı,Mid.,Mid. Ürün Tasarımcısı,2.5,Lisans,Elektrik-Elektronik Mühendisliği,1988,1966,2023-01-11,25039,Intertech,Orta (51-200),Yazılım,Tam Zamanlı,0,"Webflow, Principle, Sketch, InVision, Apollo Client, Next.js",,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/yurttas-eraslan-861,,8,49,62,16,2023-08-01
8378,Bergen,Kısakürek,Kadın,49,bergen.kisakurek@outlook.com,+90(621)243-9081x5973,Bursa,Mudanya,Veri,Veri Tabanı Yöneticisi,Lead,Lead Veri Tabanı Yöneticisi,11.2,Lisans,Bilgisayar Mühendisliği,1998,1976,2017-03-19,51323,Akinon,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Haskell, COBOL, Java, SQL Server, DynamoDB, Hadoop, Tableau, Hugging Face",COBOL,İleri,Türkçe (Anadil),Disciplined Agile Senior Scrum Master (DASSM),linkedin.com/in/bergen-kisakurek-576,github.com/bergen.kisakurek,18,96,68,23,2020-10-15
8379,Binbaşar,Aslan,Erkek,52,binbasaraslan@gmail.com,+90(319)159-4296x8945,İstanbul,Maltepe,QA ve Test,QA Mühendisi,Müdür Yardımcısı,Müdür Yardımcısı QA Mühendisi,11.4,Lisans,Bilişim Sistemleri,1995,1973,2017-08-14,60744,VESTEL Savunma,Büyük (201-1000),Savunma Sanayi,Tam Zamanlı,20,"R, MATLAB, Mocha, Jasmine, PHPUnit, Appium, Jenkins, Istio",R,İleri,Türkçe (Anadil),"Linux Professional Institute Certification (LPIC), Red Hat Certified System Administrator (RHCSA)",linkedin.com/in/binbasar-aslan-590,,49,100,85,23,2024-05-27
8380,Okyalaz,Akça,Erkek,36,akca.okyalaz@yahoo.com,0998 726 07 18,Ankara,Yenimahalle,Tasarım ve Kullanıcı Deneyimi,Grafik Tasarımcı,Lead,Lead Grafik Tasarımcı,11.6,Doktora,Yönetim Bilişim Sistemleri,2017,1989,2022-03-06,47788,ThoughtWorks,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,0,"ProtoPie, Marvel, jQuery, TypeScript, Less",TypeScript,İleri Düzey,Türkçe (Anadil),"Google UX Design Certificate, Google UX Design Certificate, UX Design Institute Professional Diploma",linkedin.com/in/okyalaz-akca-557,,25,94,64,23,2020-07-17
8381,Okgüçlü,Alemdar,Erkek,40,okguclu.alemdar@outlook.com,+90(975)2851329,Ankara,Yenimahalle,QA ve Test,Test Uzmanı,Müdür Yardımcısı,Müdür Yardımcısı Test Uzmanı,12.0,Lisans,Bilgisayar Mühendisliği,2007,1985,2022-10-28,51632,Veripark,Büyük (201-1000),Finans/Bankacılık,Sözleşmeli,0,"TypeScript, Objective-C, Java, JUnit, Cypress, PyTest, Sentry, ELK Stack",TypeScript,İleri,"Türkçe (Anadil), Çince (İleri)","Certified User Experience Professional (CUXP), Certified User Experience Professional (CUXP), Google UX Design Certificate, Sketch Certified",linkedin.com/in/okguclu-alemdar-615,,30,100,73,23,2021-03-14
